"V1","V2","V3"
"146 LIVELY DR","25976","540190211003041"
"3510 N BUFFALO DR","89129","320030034112007"
"12 E ONEIDA ST","13027","360670116004006"
"152 MAY RD","37327","471530601041032"
"1555 W MAIN ST","33830","060710094001002"
"3545 S 23RD ST","53221","550790202003001"
"6535 EICHELBERGER ST","63109","295101031003038"
"138 SPIT BROOK RD","30622","330110112002000"
"930 E 9TH ST","33010","120860016032003"
"1521 CENTRAL AVE","11691","360811032024002"
"13850 NW 26TH AVE","33054","120860004173010"
"110 1ST ST","07302","340170076011001"
"182 ROCKINGHAM RD UNIT 2","03053","330150037033002"
"8130 NW 56TH ST","33166","120860090663031"
"1935 ABACUS RD","34690","121010305011022"
"1639 WESTWOOD BLVD","90024","060372655231004"
"8350 NW 7TH AVE","33150","120860010082014"
"870 GRISWOLD ST","43085","390490067101017"
"6670 WORTHINGTON GALENA RD","43085","390490067223000"
"1485 LAZELLE RD","43081","390490070481002"
"6675 WORTHINGTON-GALENA RD","43085","390490067221018"
"4601 N EMERSON AVE","46226","180973305004004"
"11391 E ADMIRAL PL","74116","401430059001020"
"485 WYCKOFF AVE","07481","340030612002014"
"316 S COMMERCE ST","21617","240358105003017"
"3030 WITZEL AVE","54904","551390018031012"
"7613 OLD YORK RD","19027","420912024025001"
"1395 WILSON ST","19464","420912089032005"
"11565 N US HIGHWAY 27","46733","180010301002009"
"143 WILLIAMSON DR","31210","132070503013004"
"500 RIVER KNOLL WAY","31904","132150103031010"
"5580 NW 7TH AVE","33127","120860019041022"
"2521 E 15TH ST","82609","560250005013000"
"851 W MARKET ST","18704","420792127002007"
"476 3RD ST","18707","420792155032008"
"800 CLAPBOARDTREE ST","20901","250214123004018"
"7100 SHORE RD","11209","360470034001001"
"4710 N 5TH ST","85012","040131088022009"
"3642 UNIVERSITY BLVD STE 101","77005","482014124003002"
"541 MUNCIE RD","66048","201030705004015"
"6300 42ND ST NE","52411","191130009024007"
"30 W 16TH ST","10011","360610054002000"
"181 RANDOLPH RD","64575","090076802001001"
"1600 W PROSPECT AVE","54914","550870109001007"
"3800 VICTORY PKWY 93","45207","390610065012002"
"9350 S DIXIE HWY","33156","120860078072006"
"3301 N UNIVERSITY DR","33065","120110203232005"
"11315 SPRINGFIELD BLVD","11429","360810582003004"
"135 RECTOR ST","19127","421010210004005"
"2555 NOSTRAND AVE","11210","360470748002000"
"27500 OLD DIXIE HWY","33032","120860111052000"
"155 N FARVIEW AVE","07652","340030424002015"
"14855 OKA RD STE 100","95032","060855072031007"
"386 HUDSON ST","07601","340030236011003"
"7 SPRINGVIEW RD","17015","420410128011041"
"1920 HORSESHOE PIKE","17003","420750037001019"
"139 PINEBROOK RD","07726","340258100031004"
"11612 MEMORIAL DR","77024","482014306002017"
"9655 SE 36TH ST STE 101","98040","530330244001018"
"3000 TRULLEY ST","77004","482013123002023"
"404 NW 23RD ST","97330","410030011013002"
"960-49TH ST","11219","360470114003002"
"2961 NOSTRAND AVE","11229","360470644003005"
"612 COLONIAL AVE","23507","517100040011040"
"35 WILLIAMSBURG ST W","11249","360470543001004"
"35 HEWES ST","11249","360470539001003"
"221 VIOLA RD","10952","360870121123000"
"1214 E 15TH ST","11230","360470768001004"
"425 E 9TH ST","11218","360470492003000"
"950 MASSACHUSETTS AVE","08701","340297157012004"
"55 N VALLE VERDE DR","89074","320030053213005"
"1508 WARRENSVILLE CENTER RD","44121","390351408001000"
"2810 NOSTRAND AVE","11229","360470642001000"
"5115 W KEEFE AVE","53216","550790050001000"
"66 NEIMAN RD","08701","340297155031010"
"194 DIVISION AVE","11211","360470535004000"
"6045 N KEYSTONE AVE","60646","170311302001001"
"28 CAREY ST","08701","340297153012013"
"1083 BROOK RD","08701","340297152012005"
"1265 E 108TH ST","11236","360471018001000"
"25010 GRAND CENTRAL PKWY","11426","360811551031001"
"7045 N 12TH ST","85020","040131063002005"
"25400 FAIRMOUNT BLVD","44122","390351311034006"
"32 HILLSIDE AVE","67102","090093508004014"
"1818 54TH ST","11204","360470470001005"
"321 DOUGHTY BLVD","11096","360594110004000"
"12041 BURBANK BLVD","91607","060371239022009"
"346 W 89TH ST","10024","360610175001004"
"7815 PARSONS BLVD","11366","360811257003002"
"257 GRANDVIEW AVE","10901","360870116011007"
"65 COLLEGE RD","10952","360870116022008"
"1 MAIN AVE","07055","340311756012010"
"41 HENRY ST","08701","340297156001001"
"12422 CHANDLER BLVD","91607","060371249031001"
"1649 E 13TH ST","11229","360470554003000"
"1470-74 OCEAN PKY","11230","360470440001004"
"422 2ND ST","08701","340297154042004"
"14737 70TH RD","11367","360810779062003"
"1216 ARCOLA AVE","20902","240317032091000"
"1010 NE 173 ST","33162","120860002261015"
"3207 S HIGH ST","46614","181410035001002"
"1170 WILLIAM ST","11557","360594114005000"
"121 COLLEGE RD","10901","360870116022003"
"4904 INDEPENDENCE AVE","10471","360050307011000"
"450 W 250TH ST","10471","360050335001014"
"50 COMMERCE ST","10977","360870123022017"
"259 GRANDVIEW AVE","10901","360870116011007"
"2899 NOSTRAND AVE","11229","360470644001004"
"2940 AVE P","11229","360470644003005"
"325 RESERVOIR RD","24671","250214011003002"
"1458 HOLLY LN NE","30329","130890215033000"
"540 N LA BREA AVE","90036","060371919021012"
"11706 84TH AVE","11418","360810134004001"
"708 ALBERT AVE","08701","340297158001006"
"5202 13TH AVE","11219","360470218001004"
"8998 STATE ROUTE 18","08857","340230078042016"
"1531 63RD ST","11219","360470250001002"
"500 SUMMER AVE","08701","340297157012002"
"1555 STUART ST","80204","080310007032007"
"577 JAMES ST","08701","340297155031010"
"1990 SWARTHMORE AVE","87014","340297150012010"
"629 LEXINGTON AVE","08701","340297153043002"
"11330 BRAESRIDGE DR","77071","482014234011002"
"186 ROSS ST STE 1","11211","360470535001001"
"2540 AMSTERDAM AVE","10033","360610269001002"
"860 E 27TH ST","11210","360470772002004"
"620 BEDFORD AVE","11249","360470537001003"
"6363 AVE U","11234","360470698002000"
"919 E 10TH ST","11230","360470456001002"
"1609 AVE J","11230","360470532002001"
"7914 BAY PKWY","11214","360470270002002"
"21550 W 12 MILE RD","48076","261251607001007"
"2220 NE 203RD TER","33180","120860097032011"
"830 CROSS ST","08701","340297157021004"
"3635 W DEVON AVE","60659","170311301001000"
"1483 E SPRUCE ST","08701","340297158002029"
"7501 PARK HEIGHTS AVE","21208","240054038021007"
"1500 QUEEN ANNE RD","07666","340030542001010"
"1142 N WARSON RD","63132","291892156002019"
"511 RYDERS LN","08816","340230066062016"
"2600 OCEAN AVE","11229","360470578002003"
"8606 135TH ST","11418","360810216021001"
"2959 AVE Y","11235","360470596001001"
"222 OCEAN PKWY","11218","360470494004000"
"650 BROADWAY","11516","360594112002010"
"1051 59TH ST","11219","360470214003001"
"1092 ALBERTA WAY","94521","060133340081005"
"6031 SW 8TH ST","33144","120860058031024"
"25 LAUREL AVE","08528","340350534022017"
"1 E CHESTNUT ST","19380","420293023003017"
"99 BARCLAY ST","18940","420171052024009"
"30 MECHANIC ST","31011","330112004004007"
"3000 PENN AVE","19609","420110109033023"
"2220 ROOSEVELT AVE","17408","421330214103010"
"601 E SPRINGETTSBURY AVE","17403","421330006002051"
"40 W 68TH ST","10023","360610153013000"
"14120 MEMORIAL DR","77079","482014503012000"
"5025A YORKTOWN BLVD","78413","483550054122000"
"1701 HONEY CREEK RD SE","30013","132470603131019"
"3300 SANTA BARBARA BLVD","33914","120710102061014"
"6211 TERRY RD","32216","120310160013003"
"16410 NE 19TH AVE","33162","120860002252005"
"6051 ROSEMEAD BLVD","91780","060374801012000"
"1830 E ROOSEVELT ST","85006","040131133014021"
"905 N GURLEY AVE","82716","560050006001032"
"11835 HAZEL CIR DR","20136","511539014096007"
"500 E JEFFERSON ST","54665","551239604002021"
"1400 S DIXIE HWY W STE 1W","33060","120110308031001"
"360 WYLIE DR STE 305","61761","171130003023058"
"346 PAYNE LN","96097","060930007021047"
"983 OLD EAGLE SCHOOL RD STE 605","19087","420293001084000"
"9760 W PICO BLVD","90035","060372690004014"
"1619 S ROBERTSON BLVD","90035","060372170011007"
"2100 W 28TH ST","85364","040270009071010"
"2555 S ENGLER AVE","85365","040270012004039"
"11950 MILLDALE RD","70791","220330047003014"
"11315 E 255TH AVE","64442","290819501001032"
"5117 ISABELLE AVE","32127","121270825112020"
"2400 CHANDLERSVILLE RD","43701","391199127002022"
"334 W CENTRAL AVE","49464","261390229002003"
"34927 EILAND BLVD","33541","121010329013006"
"165 LEMON ST NE","30060","130670307002028"
"6102 COUNTY ROAD 207","44654","390759764032040"
"10310 DIXIE HWY","41042","210150703012000"
"2323 ZION RD","38401","471190110012002"
"7555 BYRON CENTER AVE SW","49315","260810146031039"
"3600 S CHICAGO AVE","53172","550791704002016"
"822 WESTERN AVE","53925","550219712002032"
"N48W18700 LISBON RD","53051","551332003004037"
"2800 PERSHING DR","79903","481410026005011"
"1405 E FALLBROOK ST","92028","060730189054000"
"1023 E CAPITOL DR","53029","551332036021015"
"26 W FREDERICK ST","54501","550859715001005"
"15342 JERALDO DR","92394","060710099162013"
"3937 COUNTY ROAD V","54209","550291005004027"
"6513 W 300 S","46163","180594108021004"
"1501 GAISER DR","47274","180719679021082"
"520 E MAIN ST","68767","311399791002093"
"1400 SKEEL ST","80601","080010086051030"
"465 S MARIAN RD","68901","310019660004020"
"625 CHURCH DR","62010","171194017222039"
"299 GARDEN ST","48441","260639512002008"
"1810 MCCLINTOCK AVE","62221","171635033322009"
"495 9TH AVE","94118","060750452013000"
"1244 E CYPRESS ST","92805","060590864054000"
"14735 COUNTY ROAD 153","55322","270190912021020"
"1004 1ST AVE S","51442","190470704023021"
"10368 RD 256","93270","061070045004002"
"630 CUTHBERT RD","43607","390950066001008"
"220 W HENRY ST","62088","171179572005027"
"1600 WOODLAWN RD","62656","171079531004013"
"209 BLUEJAY AVE","55360","270190902003009"
"2600 S WADSWORTH BLVD","80227","080310119031003"
"3923 103RD AVE SE","98258","530610526072002"
"2421 C AVE","68847","310199694002025"
"1707 S KIESEL ST","48706","260172810004004"
"186 COLE RD","48162","261158316002003"
"6101 FM 1105","78626","484910216012016"
"1301 N STATE ST","62056","171359577001023"
"6121 E LOVERS LN","75214","481130079031009"
"1012 12TH AVE RD","83686","160270205062009"
"224 N GOVERNMENT ST","69201","310319558003048"
"1557 SEIDLERS RD","48611","260172861012030"
"796 HAMPTON ST","48616","261450127002019"
"301 S 11TH ST","67301","410530203055002"
"408 JACKSON ST","60152","171118710033062"
"2800 NW TYLER AVE","97330","410030011014001"
"1022 W MONROE ST","46733","180010302002029"
"4206 W ELM ST","60050","171118706031083"
"203 S VINE ST","62548","171079536003093"
"3771 READING RD","45229","390610068003002"
"103 W BERTHA ST","51046","191414904003098"
"3300 KINGS HWY","11234","360470746001005"
"-155.579255","19.061158","150010212041009"
"-155.479730","19.201972","150010212031077"
"-155.879127","19.386708","150010213003018"
"-155.241402","19.423863","150010210112006"
"-155.878885","19.450636","150010213001004"
"-154.941894","19.491144","150010211071042"
"-154.943222","19.492126","150010211071011"
"-154.944526","19.501048","150010211083082"
"-155.922237","19.506218","150010214021009"
"-155.917695","19.509265","150010214022005"
"-155.915333","19.509758","150010214022005"
"-155.914744","19.510069","150010214022005"
"-155.915824","19.520021","150010214022006"
"-154.926622","19.525557","150010211082037"
"-155.108411","19.548900","150010210162017"
"-155.102370","19.554110","150010210162005"
"-155.028882","19.605813","150010210133022"
"-155.031565","19.612481","150010210131030"
"-155.035263","19.613366","150010210133019"
"-155.977718","19.614318","150010216083001"
"-155.948780","19.616405","150010215021001"
"-155.038094","19.621734","150010210131021"
"-155.974707","19.632031","150010216062005"
"-155.982612","19.668566","150010215041004"
"-155.999340","19.669007","150010215042030"
"-155.984387","19.669643","150010215041004"
"-155.055056","19.672087","150010206004040"
"-155.067726","19.683444","150010207012005"
"-155.134755","19.686601","150010208023011"
"-155.075093","19.695139","150010205003000"
"-155.077240","19.695254","150010205003000"
"-155.076625","19.698909","150010205003000"
"-155.114399","19.710702","150010208021003"
"-155.078346","19.713905","150010204003037"
"-156.036404","19.714000","150010215131041"
"-155.095936","19.720140","150010203003004"
"-155.096713","19.721774","150010203001001"
"-155.091669","19.722990","150010203003005"
"-155.086560","19.725277","150010203003020"
"-155.044657","19.728623","150010206003007"
"-155.035553","19.733868","150010206003003"
"-155.035787","19.734200","150010206003003"
"-155.093322","19.744529","150010202022019"
"-155.094006","19.790308","150010201004016"
"-155.790645","19.946387","150010217072001"
"-155.228333","19.979666","150010221022015"
"-155.652684","20.016148","150010217062017"
"-155.669052","20.018240","150010217062050"
"-155.669873","20.019150","150010217062050"
"-155.372904","20.039371","150010220002037"
"-155.464772","20.075455","150010219022009"
"-155.464148","20.077179","150010219022009"
"-155.778459","20.227305","150010218004015"
"-155.819080","20.237765","150010218001000"
"-155.818491","20.238836","150010218001000"
"-156.440360","20.721268","150090307093001"
"-156.448308","20.745833","150090307081006"
"-156.447551","20.747704","150090307081006"
"-156.436248","20.748221","150090307081012"
"-156.329559","20.761294","150090303041017"
"-156.446869","20.761748","150090307051001"
"-155.998863","20.776853","150090301002002"
"-156.923206","20.826139","150090316011043"
"-156.327074","20.827897","150090304051021"
"-156.345749","20.839860","150090304062002"
"-156.320938","20.850564","150090304043000"
"-156.313797","20.856920","150090304042001"
"-156.487461","20.864856","150090311071007"
"-156.676823","20.870340","150090314042001"
"-156.485142","20.874035","150090311061001"
"-156.472451","20.874323","150090311052013"
"-156.508284","20.876900","150090310014007"
"-156.470841","20.878521","150090311052004"
"-156.484467","20.880600","150090311022003"
"-156.505543","20.883272","150090310013001"
"-156.500318","20.884856","150090310021011"
"-156.662400","20.886799","150090314052003"
"-156.663619","20.887931","150090314052002"
"-156.658132","20.888993","150090314051008"
"-156.491099","20.890858","150090310023004"
"-156.363352","20.900581","150090305011001"
"-156.321616","20.928575","150090302041001"
"-156.514181","20.934100","150090308001008"
"-156.835731","21.059478","150090317001002"
"-157.017732","21.088548","150090317003003"
"-157.208935","21.130993","150090318011006"
"-157.040170","21.157830","150090318012001"
"-157.048300","21.163578","150090318012029"
"-157.047725","21.164088","150090318012029"
"-157.814399","21.268170","150030017001001"
"-157.797179","21.269938","150030007001001"
"-157.814692","21.272619","150030016012003"
"-157.818673","21.273181","150030018042001"
"-157.784563","21.273545","150030005001009"
"-157.704533","21.275057","150030001141005"
"-157.792207","21.276647","150030007002002"
"-157.806466","21.279089","150030014002001"
"-157.773290","21.279228","150030004023000"
"-157.757053","21.279296","150030003022009"
"-157.784689","21.282109","150030009011006"
"-157.695891","21.284058","150030001223001"
"-157.826931","21.284985","150030022051003"
"-157.740370","21.285746","150030002002001"
"-157.816530","21.286492","150030021021001"
"-157.805180","21.286816","150030012011001"
"-157.819783","21.289101","150030023013000"
"-157.812978","21.291803","150030027012007"
"-157.832773","21.292404","150030025002001"
"-157.685247","21.294695","150030001203001"
"-157.822901","21.295920","150030027022002"
"-157.709951","21.296215","150030001153000"
"-157.835530","21.296351","150030025001006"
"-157.796968","21.297481","150030011022002"
"-157.821646","21.297947","150030027022001"
"-157.792489","21.299406","150030011011001"
"-157.848716","21.299808","150030037035003"
"-157.843795","21.302458","150030035011000"
"-157.789977","21.304205","150030011012001"
"-157.811559","21.305992","150030029001002"
"-157.859793","21.307678","150030040001007"
"-157.837222","21.310443","150030116002004"
"-157.840599","21.310488","150030043012001"
"-157.856581","21.311735","150030042021004"
"-157.853830","21.311938","150030041023006"
"-157.840574","21.312814","150030043012001"
"-157.829534","21.312832","150030116001004"
"-158.009965","21.314312","150030083023001"
"-158.014845","21.315341","150030084072001"
"-158.007986","21.315597","150030083023001"
"-157.808685","21.316597","150030031022005"
"-158.011534","21.316790","150030083023001"
"-158.091082","21.318517","150030085021073"
"-157.844071","21.318761","150030044012000"
"-157.854502","21.318848","150030050002000"
"-157.858834","21.319010","150030053002002"
"-158.008992","21.319369","150030083023001"
"-157.851200","21.319700","150030043022001"
"-157.982067","21.320009","150030083014014"
"-157.867498","21.321464","150030057002008"
"-158.077688","21.322179","150030085021085"
"-158.081968","21.322188","150030085021062"
"-158.027322","21.322899","150030084102019"
"-158.020481","21.323454","150030084081001"
"-157.863499","21.325119","150030056012007"
"-157.877832","21.326689","150030058002000"
"-157.860999","21.326795","150030049002002"
"-158.072383","21.327297","150030115004001"
"-157.884507","21.327379","150030059001016"
"-157.847764","21.328272","150030047022003"
"-157.694802","21.328399","150039400041017"
"-157.876130","21.328604","150030058001001"
"-158.068710","21.328834","150030115003003"
"-157.873522","21.330988","150030056023004"
"-158.057623","21.332847","150030115003003"
"-158.064212","21.334239","150030115002001"
"-157.869215","21.334635","150030056021002"
"-157.834033","21.335706","150030045001001"
"-157.875750","21.336013","150030061002002"
"-157.881811","21.338491","150030062031008"
"-157.877258","21.338933","150030062021000"
"-157.702317","21.339034","150039400031012"
"-158.020032","21.339194","150030084053005"
"-157.935273","21.340870","150030071001001"
"-157.885057","21.341735","150039820001001"
"-157.870415","21.342523","150030063013000"
"-157.913276","21.342676","150030070021013"
"-157.914655","21.342990","150030070021013"
"-157.941070","21.343120","150030071001003"
"-157.963051","21.343244","150030073021002"
"-158.034345","21.344431","150030086261000"
"-158.084966","21.344432","150030086322016"
"-158.047993","21.344634","150030086274001"
"-157.869043","21.344829","150030063011007"
"-157.862030","21.345436","150030064022011"
"-157.714820","21.346174","150030113003001"
"-157.930222","21.346549","150030070011006"
"-157.899688","21.347097","150030068121001"
"-157.937799","21.348813","150030074001057"
"-157.891695","21.349266","150030067045016"
"-157.893410","21.349623","150030067045016"
"-157.911877","21.351640","150030068133000"
"-157.861181","21.352661","150030065001006"
"-158.083462","21.358692","150030086331003"
"-157.928105","21.359537","150030074001070"
"-157.928704","21.361413","150030074001070"
"-157.899505","21.368511","150030067042001"
"-157.735455","21.371680","150030111044001"
"-157.748972","21.371806","150030110002023"
"-157.928003","21.375725","150030075041000"
"-157.752124","21.377223","150030110002011"
"-158.144202","21.379575","150039400061014"
"-157.923878","21.380552","150030075071003"
"-157.920458","21.381169","150030075071003"
"-157.742515","21.381273","150030111031004"
"-158.013472","21.381308","150030087051002"
"-157.933200","21.382363","150030077021012"
"-157.732306","21.382886","150030111042001"
"-158.143766","21.383128","150039400061012"
"-158.026110","21.383701","150030089131006"
"-157.929743","21.384469","150030077021005"
"-158.015618","21.384715","150030087052001"
"-157.747760","21.385067","150030111032002"
"-158.136049","21.386096","150039400051000"
"-158.007369","21.387435","150030088023006"
"-158.132015","21.387965","150039400051000"
"-157.944971","21.388534","150030078074000"
"-157.971126","21.388977","150030114011003"
"-157.993039","21.389251","150030087041019"
"-157.950086","21.390305","150030080021018"
"-158.027812","21.391344","150030089361006"
"-158.002345","21.393624","150030089122000"
"-157.725855","21.393918","150030112013005"
"-157.736300","21.394223","150030111051002"
"-157.741364","21.394847","150030111051002"
"-157.972183","21.395245","150030080091000"
"-157.796650","21.395775","150030106023007"
"-157.953693","21.398551","150030078133000"
"-157.962492","21.401076","150030080122010"
"-158.012706","21.402519","150030089523003"
"-157.794653","21.403180","150030106023000"
"-157.965211","21.403361","150030080121000"
"-157.825409","21.405324","150030103091009"
"-157.803742","21.407999","150030103081003"
"-157.757387","21.408113","150030109012009"
"-157.811078","21.408472","150030105031001"
"-157.971536","21.408503","150030080111016"
"-157.791346","21.409798","150030106011001"
"-157.954726","21.412827","150030078151010"
"-157.747640","21.412936","150030109043004"
"-157.951379","21.413747","150030078151010"
"-157.798556","21.413803","150030105102001"
"-157.998250","21.416277","150030089483000"
"-157.808420","21.418512","150030105071001"
"-158.172514","21.419904","150030096105001"
"-157.750152","21.425254","150030109011001"
"-157.952639","21.425554","150030080053000"
"-157.805831","21.427425","150030105051005"
"-157.830889","21.434611","150030103091006"
"-158.015050","21.437438","150030089093000"
"-158.174393","21.438774","150030097052000"
"-157.749392","21.444898","150039818011026"
"-158.184490","21.446028","150030097073012"
"-158.191874","21.453181","150030097071003"
"-158.009303","21.453997","150030089411000"
"-158.199658","21.455422","150030097072002"
"-158.010535","21.455487","150030089411003"
"-158.194873","21.457018","150030097074002"
"-157.845755","21.457438","150030103031011"
"-158.012469","21.461221","150030089421001"
"-158.212311","21.470602","150030098043001"
"-158.001355","21.471050","150030089291002"
"-157.988471","21.475585","150030089281009"
"-157.986059","21.479547","150030089281009"
"-157.852348","21.483061","150030103033001"
"-158.037845","21.486776","150030090002012"
"-158.039000","21.487000","150030090002012"
"-158.072741","21.490260","150030095111000"
"-158.036618","21.493993","150030094011007"
"-158.018525","21.494311","150039807001006"
"-158.056543","21.499049","150030095071006"
"-158.012252","21.501015","150030092031001"
"-158.015561","21.501790","150030092031010"
"-158.017923","21.504836","150030092031012"
"-157.998743","21.505011","150030092012000"
"-158.022962","21.514060","150030091003001"
"-157.847046","21.547942","150030102051009"
"-158.126209","21.565419","150030099051023"
"-158.121339","21.575296","150030099052002"
"-158.113912","21.584523","150030099021001"
"-157.908129","21.606102","150030102042005"
"-157.925491","21.649163","150030102023002"
"-158.050109","21.663428","150030101022001"
"-157.950775","21.674357","150030101032014"
"-157.947764","21.675348","150030101032014"
"-159.467437","21.898524","150070406042024"
"-159.583660","21.910010","150070407023003"
"-159.520895","21.923298","150070407021004"
"-159.668121","21.957810","150070409002001"
"-159.359981","21.958728","150070405004047"
"-159.672560","21.961502","150070409003013"
"-159.478260","21.962163","150070407011002"
"-159.388179","21.967234","150070404022004"
"-159.399772","21.968167","150070404022001"
"-159.710955","21.969257","150070409001068"
"-159.716254","21.971836","150070409006019"
"-159.715428","21.972798","150070409001067"
"-159.364255","21.975480","150070405004030"
"-159.351039","21.996412","150070404012008"
"-159.328324","22.078693","150070402053003"
"-159.313533","22.089753","150070403021001"
"-159.311509","22.091075","150070403021001"
"-159.301637","22.138744","150079400002038"
"-159.502373","22.199890","150070401042011"
"-159.409366","22.206232","150070401052015"
"-81.776968","24.554111","120879720003001"
"-81.776800","24.554200","120879720003001"
"-81.786037","24.554975","120879722001018"
"-81.779347","24.555226","120879720001001"
"-81.786900","24.557300","120879722002001"
"-81.797403","24.563551","120879721001011"
"-81.765981","24.563731","120879721002001"
"-81.751885","24.576353","120879719001028"
"-81.750828","24.576986","120879719001028"
"-81.773363","24.578940","120879721003016"
"-81.745996","24.581705","120879719001028"
"-81.530200","24.660200","120879716002012"
"-81.360200","24.668700","120879714012050"
"-81.077800","24.704400","120879712001014"
"-81.094571","24.713010","120879713002002"
"-80.571846","24.958017","120879708003050"
"-80.540870","24.991752","120879708001023"
"-80.536921","24.994139","120879708003004"
"-80.433591","25.101784","120879705001005"
"-80.387600","25.152500","120879727001015"
"-80.494101","25.439978","120860114063015"
"-80.492600","25.446400","120860114062003"
"-80.459200","25.449500","120860114093004"
"-80.433400","25.450100","120860114102034"
"-80.435232","25.451325","120860114102035"
"-80.485679","25.451992","120860114052018"
"-80.450528","25.460531","120860114112000"
"-80.433063","25.461904","120860114102011"
"-80.473423","25.462093","120860114091010"
"-80.473452","25.462139","120860114091010"
"-80.484300","25.462800","120860113012017"
"-80.495100","25.463600","120860112051010"
"-80.475010","25.467354","120860111043037"
"-80.477041","25.470920","120860111043046"
"-80.470703","25.471596","120860111043019"
"-80.470927","25.471775","120860111043019"
"-80.445208","25.472021","120860110141002"
"-80.474300","25.474200","120860111043007"
"-80.480500","25.474600","120860113021001"
"-80.467400","25.474900","120860111031010"
"-80.482000","25.476100","120860112032033"
"-80.445460","25.478231","120860110033010"
"-80.419000","25.478800","120860110091004"
"-80.467357","25.480518","120860111041014"
"-80.446100","25.481200","120860110033006"
"-80.480734","25.482117","120860112032009"
"-80.490700","25.483600","120860112031001"
"-80.478113","25.486001","120860112041056"
"-80.466200","25.494000","120860111061033"
"-80.506348","25.496020","120860112062026"
"-80.423799","25.497270","120860110131028"
"-80.433800","25.499000","120860109001002"
"-80.406017","25.499345","120860107052034"
"-80.459700","25.501300","120860111051026"
"-80.392072","25.506226","120869807001021"
"-80.390572","25.507583","120869807001015"
"-80.417400","25.514900","120860108043004"
"-80.398700","25.515200","120860107071017"
"-80.417953","25.521172","120860108041004"
"-80.407994","25.536188","120860107102018"
"-80.393244","25.537109","120860105021021"
"-80.451800","25.537300","120860103011040"
"-80.371712","25.539170","120860106212034"
"-80.452955","25.539213","120860103011040"
"-80.393300","25.541600","120860105021021"
"-80.378600","25.541900","120860105023046"
"-80.371192","25.548902","120860106211021"
"-80.377853","25.551374","120860105023010"
"-80.371200","25.555700","120860106223002"
"-80.329703","25.560902","120860106133000"
"-80.381000","25.564000","120860105014010"
"-80.330900","25.565100","120860106133000"
"-80.380000","25.565900","120860105014010"
"-80.365900","25.567500","120860106222003"
"-80.330500","25.571200","120860106134003"
"-80.348722","25.572796","120860106083010"
"-80.354200","25.579600","120860106241008"
"-80.386300","25.580400","120860102132004"
"-80.375700","25.586500","120860102072011"
"-80.348739","25.587259","120860106243008"
"-80.396563","25.587663","120860102113000"
"-80.355700","25.588100","120860106231014"
"-80.390100","25.590500","120860102111030"
"-80.335026","25.590918","120860106041018"
"-80.408700","25.595400","120860102122004"
"-80.390400","25.599600","120860202004004"
"-80.391000","25.600800","120860202004004"
"-80.422800","25.601000","120860199023000"
"-80.355541","25.602306","120860083092022"
"-80.380400","25.603700","120860203001010"
"-80.370500","25.614000","120860083152009"
"-80.335700","25.615200","120860082093006"
"-80.322100","25.619500","120860082071003"
"-80.367000","25.621300","120860083151017"
"-80.322333","25.629665","120860082053022"
"-80.359400","25.629800","120860083131010"
"-80.429500","25.629900","120860195013001"
"-80.357200","25.630100","120860083131000"
"-80.358492","25.630371","120860083131010"
"-80.452600","25.631900","120860196002000"
"-80.358563","25.633102","120860083131005"
"-80.447900","25.633400","120860196001005"
"-80.375919","25.637449","120860083121000"
"-80.318800","25.643800","120860082062000"
"-80.371800","25.651000","120860084261018"
"-80.313000","25.652500","120860081023016"
"-80.361700","25.654700","120860084151029"
"-80.313100","25.655200","120860081023016"
"-80.411133","25.655693","120860194022021"
"-80.317277","25.658858","120860081022015"
"-80.315472","25.660105","120860081022011"
"-80.331500","25.660200","120860084094006"
"-80.452600","25.665200","120860182001001"
"-80.374850","25.665484","120860084243000"
"-80.374774","25.665497","120860084243000"
"-80.373391","25.665565","120860084243000"
"-80.400800","25.666600","120860189021009"
"-80.380300","25.667300","120860084201008"
"-80.390600","25.668900","120860192002000"
"-80.350200","25.670200","120860084292011"
"-80.326139","25.673422","120860078053026"
"-80.374025","25.673704","120860084251010"
"-80.442300","25.674300","120860181002004"
"-80.458900","25.674300","120860180022000"
"-80.284900","25.676200","120860078062000"
"-80.429900","25.676200","120860186013000"
"-80.442819","25.677881","120860183002002"
"-80.368512","25.677981","120860084251009"
"-80.412500","25.678900","120860190003004"
"-80.466759","25.678996","120860180032011"
"-80.352154","25.680489","120860084283009"
"-80.436700","25.681600","120860181001002"
"-80.367100","25.683200","120860084161003"
"-80.323597","25.684136","120860078054005"
"-80.333762","25.685539","120860078052002"
"-80.366320","25.688384","120860084302001"
"-80.322078","25.689906","120860078051011"
"-80.166900","25.690600","120860046022011"
"-80.369035","25.690893","120860084312001"
"-80.436972","25.691317","120860176004000"
"-80.358100","25.691400","120860084232012"
"-80.370400","25.692600","120860084312001"
"-80.425500","25.692600","120860174021014"
"-80.445000","25.693300","120860178001000"
"-80.406300","25.695700","120860173002000"
"-80.372915","25.698268","120860084182000"
"-80.394900","25.701000","120860157002031"
"-80.393986","25.701321","120860157002031"
"-80.389511","25.701600","120860157002027"
"-80.405100","25.701700","120860171022000"
"-80.345689","25.702297","120860085021034"
"-80.300800","25.702600","120860076104007"
"-80.345483","25.702896","120860085021034"
"-80.297122","25.703700","120860076104005"
"-80.276300","25.704200","120860079022004"
"-80.442476","25.706206","120860167003000"
